운영형태,관리기관명,주차장명,주차장관리번호,소재지지번주소,소재지도로명주소,전화번호,주차장유형,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,급지구분,주차기본요금,1일주차권요금,월정기권요금,위도,경도,데이터기준일자,주차장구분,부제시행구분,운영요일,요금정보,주차기본시간,추가단위시간,추가단위요금,1일주차권요금적용시간,결제방법,특기사항,실시간주차면수
구(군)직영,부산광역시 강서구청,천성동1642-2,2019000012,강서구,-,-,노외,14,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/13/2020,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,대저2동2515-6,2019000015,강서구,-,-,노외,14,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,명지동3176-39,2019000019,강서구,-,-,노외,6,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,송정동 공영주차장,2019000001,강서구,-,-,노외,69,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,08/18/2020,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,녹산동1324-3,2019000013,강서구,-,-,노외,5,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,유통단지1로40번길 공영주차장,2018000005,강서구 유통단지1로40번길 50 (대저2동 2700-1),-,-,노외,49,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,08/18/2020,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,범방동1853-1,2019000004,강서구,-,-,노외,10,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 연제구청,밤골 공동주차장,2010000003,-,연제구 연산3동 1811-702,-,노외,7,-,-,-,-,-,-,4,100,2400,52000,208545.7311,186189.0152,02/17/2010,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,거제시장 제2공동주차장,2009000023,-,연제구 거제3동 457-35,-,노외,8,-,-,-,-,-,-,3,200,4700,55000,206685.4345,187357.5443,12/01/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 연제구청,고분로 제1공동주차장,2011000002,-,연제구 연산8동 372-9,-,노외,13,-,-,-,-,-,-,4,0,0,40000,208831.7773,187786.9428,07/25/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,연산3동금련 공영주차장,2011000006,-,연제구 연산3동 1811-664,-,노외,131,0:00,24:00:00,-,-,-,-,4,100,2400,52000,-,-,07/25/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,고분로 제2공동주차장,2011000008,-,연제구 연산8동 1028-2,-,노외,18,-,-,-,-,-,-,4,-,-,40000,-,-,11/01/2011,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 연제구청,토현공동 주거지전용주차장,2007011235,-,연제구 연산9동 486-32,-,노외,7,-,-,-,-,-,-,4,0,0,0,209998.5118,187305.4567,10/09/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,연미공영노외주차장,2009000003,-,연제구 연산6동 2122-12,-,노외,24,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,200,4700,90000,208665.5279,186394.3544,01/09/2019,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 연제구청,연산시장 공동주차장,2009000004,-,연제구 연산2동 778-10,-,노외,9,-,-,-,-,-,-,3,200,4700,60000,207694.1115,186638.5776,12/01/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 연제구청,새싹공동주차장,2009000005,-,연제구 연산5동 1293-13,-,노외,11,-,-,-,-,-,-,4,100,2400,52000,207094.6043,187625.503,09/03/2009,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,연천공동주차장,2009000006,-,연제구 연산8동 294-5,-,노외,24,-,-,-,-,-,-,4,100,2400,52000,209113.0603,187850.3379,09/03/2009,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,과정공영주차장,2016000001,-,연제구 연산8동 1062-1,-,노외,53,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,12/14/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,해맞이로공동 주거지전용주차장,2007011039,-,연제구 거제4동 676-123,-,노외,14,-,-,-,-,-,-,4,0,0,0,206075.6294,186998.0946,10/01/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,토현제2공동 주거지전용주차장,2007011234,-,연제구 연산9동 492-9,-,노외,8,-,-,-,-,-,-,4,0,0,0,209924.9125,187236.153,10/09/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,관사로공동 주거지전용주차장,2007011176,-,연제구 연산5동 1306-4,-,노외,5,-,-,-,-,-,-,4,0,0,0,207306.7616,187242.1652,10/09/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,시청로공영주차장,2015000001,연제구,-,-,노외,47,-,-,-,-,-,-,2,300,8000,160000,-,-,02/16/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 연제구청,연일공동주차장,2019000001,"연제구 고분로20번길 20-6 (연산동 768-8) 768-6, 769-4, 768-8번지 일원",-,-,노외,23,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,01/15/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 연제구청,황금로 공영주차장,2020000001,연제구 금련로42번길 16 (연산동 1811-561) 연산3동 1811-561 일원(지상2~5층),-,-,노외,56,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/14/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 연제구청,태경선샤인아파트앞 공영주차장,2007001488,-,연제구 거제1동 120-6,-,노상,24,8:00,20:00,0:00,0:00,0:00,0:00,4,100,2400,52000,207208.6641,188993.484,01/09/2020,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,시티타워뒤 공영주차장,2007001059,-,연제구 연산5동 1123-1  일원,-,노상,11,8:00,20:00,-,-,-,-,3,200,4700,90000,207176.3174,188104.4287,07/25/2014,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 연제구청,연잎공동 주거지전용주차장,2007011236,-,연제구 연산9동 474-14,-,노외,8,-,-,-,-,-,-,4,0,0,0,210018.036,187640.7001,10/09/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,신리공동 주거지전용주차장,2007011215,-,연제구 연산2동 811-9,-,노외,20,-,-,-,-,-,-,4,0,0,0,207517.3588,186713.6158,10/09/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 연제구청,연제중앙천복개로 공영주차장,2007001263,-,연제구 연산2동 790-1  일원,-,노상,33,8:00,20:00,8:00,20:00,0:00,0:00,4,100,2000,30000,207612.4108,187176.9938,10/31/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,한양아파트앞 공영주차장,2007001164,-,연제구 연산9동 419-1  일원,-,노상,70,8:00,20:00,8:00,20:00,0:00,0:00,4,100,0,30000,209692.1809,188074.9655,12/02/2019,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,거제시장 제1공동주차장,2009000022,-,연제구 거제3동 486-8,-,노외,11,-,-,-,-,-,-,4,100,2400,0,206579.9087,187194.0957,10/09/2009,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 연제구청,연일시장 공동주차장,2010000004,-,연제구 연산4동 768-6,-,노외,20,-,-,-,-,-,-,4,100,2400,52000,207692.2929,187565.0053,12/09/2016,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 수영구청,수변어린이공원 공영주차장,2019000002,수영구,-,860-7716,노외,102,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 수영구청,수변공원 공영주차장,2019000001,수영구,-,-,노외,102,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 수영구청,민락수변공원 공영주차장,2015000001,-,수영구 민락동 110-7,-,노상,43,10:00,2:00,10:00,2:00,10:00,2:00,2,300,8000,160000,212644.0438,183155.7071,02/11/2020,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 수영구청,민락해변공원공영주차장,2015000002,-,수영구 민락동 181-78,-,노상,26,10:00,2:00,10:00,2:00,10:00,2:00,2,300,8000,160000,-,-,11/01/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 금정구청,서3동제4공영주차장,2013000003,-,금정구 서3동 190-48,-,노외,25,0:00,24:00:00,-,-,-,-,3,1200,4700,90000,209500.7286,191093.7111,07/30/2014,공영,-,-,-,10,10,1200,-,-,-,-
민간위탁,부산광역시 금정구청,금사동제2공영주차장,2013000004,-,금정구 금사회동동 388-12,-,노외,32,-,-,-,-,-,-,4,100,2400,52000,210150.4577,191554.0994,11/28/2013,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,서1동제4공영주차장,2014000001,-,금정구 서1동 502-1,-,노외,31,-,-,-,-,-,-,4,100,2400,52000,208748.5413,191498.7801,09/23/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,구서1동공영주차장,2015000001,-,금정구 구서1동 87-50,-,노외,43,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,200,4700,90000,208143.115,194583.4009,01/02/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 금정구청,서3동제5공영주차장,2016000001,-,금정구 서3동 40-3,-,노외,33,-,-,-,-,-,-,4,100,2400,52000,209875.9913,191502.6054,01/18/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,서동미로시장 공영주차장,2020000001,금정구 서부로16번길 13-6 (서동 190-9),-,-,노외,145,0:00,0:00,0:00,0:00,0:00,0:00,-,-,-,-,-,-,07/20/2020,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도 구서역,2019000001,금정구,-,860-7706,노외,275,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 금정구청,두실공영주차장,2007010011,-,금정구 구서2동 1052,051-515-4025,노외,66,0:00,24:00:00,-,-,-,-,4,100,2400,52000,208124.3909,195161.7674,05/15/2012,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,금샘로 노상공영주차장,2007001227,-,금정구 남산동 970-1,-,노상,334,8:00,20:00,-,-,-,-,4,600,2400,0,207766.1944,197604.4578,03/07/2013,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,회동고가 밑,2007001511,-,금정구 금사회동동 158-10,010-6471-7762,노상,140,8:00,19:00,8:00,15:00,-,-,4,100,2400,0,210686.5123,191981.9043,04/17/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,부곡3동 SK후문 노상공영주차장,2007001021,-,금정구 부곡3동 63-11,-,노상,28,7:00,21:00,-,-,-,-,4,600,2400,0,208231.1411,193869.0314,03/09/2009,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,금사고가밑,2007001509,-,금정구 금사회동동 547-3,010-6471-7762,노외,101,8:00,19:00,8:00,15:00,-,-,4,100,2400,0,-,-,04/17/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,서3동제2공영주차장,2007010006,-,금정구 서3동 410-1,051-522-0757,노외,29,0:00,24:00:00,-,-,-,-,2,1800,8000,160000,209435.9564,191219.9938,07/30/2014,공영,-,-,-,10,10,1800,-,-,-,-
민간위탁,부산광역시 금정구청,평화로 소규모공동주차장,2007011160,-,금정구 서2동 297-249,-,노외,12,-,-,-,-,-,-,4,0,0,40000,209367.4938,190661.6179,08/18/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 금정구청,기찰1로소규모공동주차장,2007011443,-,금정구 부곡2동 232-18,-,노외,31,-,-,-,-,-,-,4,0,0,40000,208600.3759,193189.9408,08/18/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 금정구청,서3동 제1공영주차장,2007010005,-,금정구 서3동 37-7,-,노외,43,0:00,24:00:00,-,-,-,-,4,600,2400,52000,209665.9823,191405.931,03/09/2009,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,서1동제3공영주차장,2007010003,-,금정구 서1동 302-1973,011-575-0009,노외,80,0:00,24:00:00,-,-,-,-,4,600,2400,52000,208678.1159,191063.7613,01/05/2011,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,부곡4동공영주차장,2007011300,-,금정구 부곡4동 768-39,010-3268-0885,노외,32,0:00,24:00:00,-,-,-,-,4,600,2400,52000,208525.8957,191358.7075,03/02/2012,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,서1동제1공영주차장,2007010001,-,금정구 서1동 161-26,010-3560-3305,노외,331,0:00,24:00:00,-,-,-,-,2,1800,8000,160000,209044.9147,191296.9777,07/30/2014,공영,-,-,-,10,10,1800,-,-,-,-
민간위탁,부산광역시 금정구청,안뜰로소규모공동주차장,2007011109,-,금정구 구서2동 178-21,-,노외,20,-,-,-,-,-,-,4,0,0,40000,208466.1404,195582.5757,08/18/2009,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 금정구청,부곡2동공영주차장,2007010008,-,금정구 부곡2동 294-20,051-513-5514,노외,78,0:00,24:00:00,-,-,-,-,4,600,2400,52000,208406.9253,192363.2252,03/09/2009,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,금사동 소규모공동주차장,2007011171,-,금정구 금사회동동 50-10,-,노외,18,-,-,-,-,-,-,4,600,2400,40000,210297.4248,191687.3448,08/18/2009,공영,-,-,-,10,10,600,-,-,-,-
민간위탁,부산광역시 금정구청,남산동꽃님공영주차장,2007010010,-,금정구 남산동 967-1,-,노외,46,0:00,24:00:00,-,-,-,-,4,600,2400,52000,207910.893,197256.3103,01/12/2011,공영,-,-,-,10,10,600,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도 장전역,2007011207,-,금정구 부곡3동 242,051-860-7709,노외,192,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,2,300,8000,160000,208029.0665,193655.9166,06/16/2016,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도구서역,2007011184,-,금정구 구서1동 475,051-860-7706,노외,279,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,2,300,8000,160000,208294.7195,194335.2105,06/03/2016,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 금정구청,회동동 노상공영주차장,2007001312,-,금정구 금사회동동 209-5,-,노상,79,7:00,21:00,-,-,-,-,4,600,2400,0,210914.1748,192447.5633,07/30/2014,공영,-,-,-,10,10,600,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도 노포역,2007011298,-,금정구 청룡노포동 133,051-860-7704,노외,394,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,200,4700,90000,208673.6238,198563.2818,02/04/2019,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 금정구청,남산동금정농협앞 노상공영주차장,2009000001,-,금정구 남산동 320-19,-,노상,13,8:00,20:00,-,-,-,-,4,100,2400,52000,208100.6914,197187.5939,03/07/2013,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 강서구청,명지오션시티 중앙상가로 공영주차장,2012000001,-,강서구  3282,-,노상,75,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,기타,0,0,0,-,-,08/18/2020,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 강서구청,명지시장공영주차장,2016000001,강서구 신포길17번길 8 (명지동 1-437),-,051-271-2234,노외,15,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,08/18/2020,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 강서구청,명지I.C공영주차장,2008001022,-,강서구  1-395,051-271-2234,노상,36,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,193728.314,179514.549,08/18/2020,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 강서구청,녹산산단 공영주차장,2008001024,강서구 녹산산단262로50번길 53 (송정동 1759),-,051-970-4835,노외,144,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,기타,0,0,0,185411.7769,176452.7333,08/18/2020,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 강서구청,대항공영주차장,2014000001,강서구 가덕해안로 1187 (대항동 194-1) 대항동 산13-26,-,-,노외,89,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,기타,0,0,0,-,-,08/18/2020,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 강서구청,행복마을 공영주차장,2018000002,강서구 명지오션시티10로 132 (명지동 3254-7),-,-,노외,16,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,08/18/2020,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,봉림이주단지주차장,2019000002,강서구,-,-,노외,11,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,생곡동1502-3,2019000010,강서구,-,-,노외,6,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,녹산동546-72,2019000020,강서구,-,-,노외,36,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,대저2동1860-5,2019000014,강서구,-,-,노외,12,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,대저2동1870-69,2019000016,강서구,-,-,노외,25,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,대저2동1287-32,2019000017,강서구,-,-,노외,6,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/18/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 강서구청,지양곡 공영주차장,2018000001,강서구 가덕해안로 1001 (천성동 271-13) 천성동 270-2 일원,-,-,노외,99,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,08/18/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,신평패션칼라산업단지 노상,2013000002,사하구 신산로 11 (신평동 654-2) 도로상,-,-,노상,94,8:00,20:00,8:00,15:00,-,-,4,100,2400,0,-,-,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,하단1동 유수지 공영주차장,2013000003,사하구 하신번영로 243 (하단동 1172) 일원,-,-,노외,46,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,동주마루 공영주차장,2013000004,-,사하구 괴정2동 378-57  일원,-,노외,48,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,감내공영주차장,2014000001,-,사하구 감천2동 16-485,-,노외,50,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평골목시장 노상공영주차장,2014000002,-,사하구 신평1동 33-166 일원,-,노상,0,8:00,21:00,8:00,21:00,8:00,21:00,4,100,2400,0,197999.5515,177213.8818,09/29/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,신평골목시장 공영주차장,2018000003,사하구 다대로116번길 13 (신평동 99-9),-,010-4779-4493,노외,43,0:00,0:24,0:00,0:24,0:00,0:24,3,200,4700,90000,-,-,09/28/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 사하구청,장림포구 공영주차장,2019000003,사하구 장림로93번길 72 (장림동 1092),-,-,노상,98,8:00,20:00,8:00,20:00,8:00,20:00,-,-,-,-,-,-,02/12/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 사하구청,도시철도 하단역,2019000002,사하구,-,860-7713,노외,151,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,회화나무 공영주차장,2015000001,사하구 괴정로 283-1 (괴정동 514-4),-,-,노외,62,8:00,24:00:00,8:00,24:00:00,8:00,24:00:00,3,100,2400,52000,199307.7329,177814.09,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,다대포해변공원 공영주차장,2015000002,-,사하구 다대1동 482-3  외 1552-20,-,노외,386,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3,100,2400,52000,-,-,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 사하구청,하단동 광장 공영주차장,2018000004,사하구,-,-,노외,42,0:00,0:00,0:00,0:00,0:00,0:00,3,200,4700,90000,-,-,11/06/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 사하구청,하단1동 공영주차장,2019000001,사하구 제석로12번길 12 (하단동 24),-,-,노외,60,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,01/17/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,감천1동 공영주차장,2019000004,사하구 감천로 99 (감천동 486-3),-,-,노외,105,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/26/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,에코팩토리 존 노상공영주차장,2019000005,사하구 신산로 11 (신평동 654-2),-,-,노상,42,8:00,20:00,8:00,15:00,0:00,0:00,-,-,-,-,-,-,08/20/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,장림골목시장 공영주차장,2019000006,사하구,-,-,노외,3,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,09/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,장림공영주차장,2007011045,-,사하구 장림1동 328-4,-,노외,56,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,197003.4395,176207.7104,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 사하구청,다대포해수욕장(간이),2007011151,-,사하구 다대1동 482-3,-,노외,148,-,-,-,-,-,-,기타,0,0,0,197218.9275,172038.5234,07/12/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,장림복합공영주차장,2007011031,-,사하구 장림1동 1144-1,-,노외,236,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,196499.4938,176119.5561,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 사하구청,도시철도 하단역 공영주차장,2009000025,-,사하구 하단1동 599,051-860-7713,노외,151,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,3,300,8000,160000,-,-,07/30/2014,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 사하구청,괴정2동 대성아파트주변,2010000001,-,사하구 괴정2동 193-25,-,노외,16,0:00,24:00:00,-,-,-,-,4,-,-,40000,-,-,01/03/2010,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 사하구청,괴정3동 삼성연립앞 소규모,2010000002,-,사하구 괴정3동 455-2,-,노외,22,0:00,24:00:00,-,-,-,-,4,0,0,40000,-,-,01/03/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 사하구청,다대2동공영주차장,2010000004,-,사하구 다대2동 1588,-,노외,66,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,198240.883,173609.5055,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,장전1동공영주차장,2012000001,-,금정구 장전1동 130-15 130-15,-,노외,35,0:00,24:00:00,-,-,-,-,4,100,2400,52000,207690.9332,193529.2389,04/27/2012,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,가마실로소규모공동주차장,2009000004,-,금정구 부곡1동 308-7,-,노외,16,0:00,24:00:00,-,-,-,-,4,100,2400,52000,208420.2853,192043.9106,10/08/2009,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,금양13로 소규모공동주차장,2009000003,-,금정구 부곡2동 336-17,-,노외,19,-,-,-,-,-,-,4,100,2400,52000,208509.8275,192748.665,08/06/2009,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도 부산대역(북측),2007011088,-,금정구 장전1동 399,051-860-7707,노외,249,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,208110.374,192805.6822,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 금정구청,만남의광장공영주차장,2018000001,금정구 중앙대로 1810 (구서동 481-1) 일원,-,-,노외,144,0:00,0:00,0:00,0:00,0:00,0:00,4,100,2400,52000,208579.0065,194484.4337,07/30/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,부곡4동삼차로공영주차장,2018000002,금정구 서동로72번길 22-1 (부곡동 737-166) 부곡4동삼차로 공영주차장,-,-,노외,70,0:00,0:00,0:00,0:00,0:00,0:00,4,100,2400,52000,208571.7092,191163.2507,05/28/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 금정구청,온천천복개도로(옛냇길)노상공영,2007001157,-,금정구 남산동 18-2,-,노상,88,8:00,20:00,-,-,-,-,4,600,2400,0,208376.4456,197225.7241,07/30/2014,공영,-,-,-,10,10,600,-,-,-,-
시설관리공단위탁,부산광역시 금정구청,도시철도 부산대역(남측),2007011338,-,금정구 부곡2동 441-27,051-860-7701,노외,233,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,208102.2732,192458.3105,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
