행정구역,업소명,소재지,전화번호,관리구분
경기 성남시 수정구,이원엘피지성남충전소,경기 성남시 수정구 성남대로 1327 (태평동),031-0754-0683,자동차충전
경기 성남시 수정구,수정가스충전소,경기 성남시 수정구 성남대로 1543 (복정동),031-0759-4551,자동차충전
경기 성남시 중원구,(주)다산에너지,경기 성남시 중원구 경충대로 2558 (갈현동),031-0757-1321,자동차충전
경기 성남시 중원구,(주)성남에너지,경기 성남시 중원구 경충대로 2653,031-0755-7600,자동차충전
경기 성남시 중원구,대성산업(주)성남충전소,경기 성남시 중원구 둔촌대로 347 (하대원동),031-0751-6525,자동차충전
경기 수원시 권선구,황계충전소,경기 수원시 권선구 경수대로 14,031-0222-0059,자동차충전
경기 수원시 권선구,고색LPG충전소,경기 수원시 권선구 권선로 254,031-0297-8878,자동차충전
경기 수원시 권선구,(주)케이엘페트로 수원현대충전소,경기 수원시 권선구 권선로 337,031-0278-0217,자동차충전
경기 수원시 권선구,극동산업(주)광명충전소,경기 수원시 권선구 매송고색로 487,031-0293-4466,자동차충전
경기 수원시 권선구,평동엘피지충전소,경기 수원시 권선구 매송고색로 864,031-0293-5111,자동차충전
경기 수원시 권선구,신일엘피지충전소,경기 수원시 권선구 서부로 1766,031-0228-2114,자동차충전
경기 수원시 권선구,탑동충전소,경기 수원시 권선구 서부로 1782,031-0296-5145,자동차충전
경기 수원시 권선구,창진가스에너지(주),경기 수원시 권선구 서수원로 21,031-0291-4433,자동차충전
경기 수원시 권선구,우성엘피지충전소,경기 수원시 권선구 서호동로 65,031-0295-0076,자동차충전
경기 수원시 권선구,수원태평양충전소,경기 수원시 권선구 수인로 34,031-0278-7878,자동차충전
경기 수원시 권선구,세광가스(주) 행복충전소,경기 수원시 권선구 수인로 377,031-0296-5151,자동차충전
경기 수원시 권선구,(주)권선에너지,경기 수원시 권선구 수인로 402,031-0298-2637,자동차충전
경기 수원시 권선구,극동산업(주)병점엘피지충전소,경기 수원시 권선구 정조로 215,031-0239-6859,자동차충전
경기 수원시 권선구,대황교엘피지충전소,경기 수원시 권선구 정조로 235,031-0226-5188,자동차충전
경기 수원시 권선구,비행장충전소,경기 수원시 권선구 정조로 289(비행장충전소),031-0222-2544,자동차충전
경기 수원시 권선구,수원경수엘피지충전소,경기 수원시 권선구 정조로 296,031-0492-8543,자동차충전
경기 수원시 권선구,세류역엘피지충전소,경기 수원시 권선구 정조로 316,031-0237-7782,자동차충전
경기 수원시 권선구,수일가스충전소,경기 수원시 권선구 평동로 31(고색동173-2),031-0291-8376,자동차충전
경기 수원시 영통구,광교신도시충전소,경기 수원시 영통구 광교호수로 101 (광교신도시충전소),031-0216-7149,자동차충전
경기 수원시 영통구,(주)해월에너지수원충전소,경기 수원시 영통구 삼성로 319(원천동),031-0211-3121,자동차충전
경기 수원시 영통구,(주)희망가스충전소,경기 수원시 영통구 창룡대로 230,031-0251-0707,자동차충전
경기 수원시 영통구,동수원톨게이트충전소,경기 수원시 영통구 창룡대로 369 동수원톨게이트충전소,031-0257-7332,자동차충전
경기 수원시 장안구,북수원톨게이트충전소,경기 수원시 장안구 경수대로 1184 주유소,031-0251-2367,자동차충전
경기 수원시 장안구,그린에너지,경기 수원시 장안구 경수대로 1196,031-0253-7715,자동차충전
경기 수원시 장안구,수안엘피지충전소,경기 수원시 장안구 경수대로 1246 수안LPG충전소,031-0241-5337,자동차충전
경기 수원시 장안구,에스케이수원충전소,경기 수원시 장안구 경수대로976번길 13 SK충전소,031-0243-2690,자동차충전
경기 수원시 장안구,(주)북문가스,경기 수원시 장안구 팔달로247번길 1 LPG충전소,031-0256-5683,자동차충전
경기 수원시 팔달구,극동산업(주),경기 수원시 팔달구 매산로 40,031-0254-5612,자동차+13kg용기
경기 시흥시,목감신도시충전소,경기 시흥시 동서로 950,031-0790-4133,자동차충전
경기 시흥시,목감광명방향충전소,경기 시흥시 동서로1176번길 55((목감 광명향 휴게소내 주유소)112-5,031-0411-0592,자동차충전
경기 시흥시,시흥하늘 충전소(일산방향),"경기 시흥시 서울외곽순환고속도로 105-1, 102동(조남동)",031-0402-0273,자동차충전
경기 시흥시,시흥하늘 충전소(판교방향),"경기 시흥시 서울외곽순환고속도로 106, 102동(조남동)",031-0481-8149,자동차충전
경기 시흥시,(주)세지에너지,경기 시흥시 서해안로 120,031-0365-5090,자동차충전
경기 시흥시,배곧충전소,경기 시흥시 서해안로 559,031-0434-7685,자동차충전
경기 시흥시,서일산업(주)정왕가스,경기 시흥시 서해안로 580 LPG충전소,031-0434-9858,자동차충전
경기 시흥시,시화충전소,경기 시흥시 서해안로 596 (정왕동),031-0319-3081,자동차충전
경기 시흥시,(주)시흥에너지,경기 시흥시 서해안로 768,031-0432-1521,자동차충전
경기 시흥시,시흥목감LPG충전소,경기 시흥시 수인로 2536,031-0401-2213,자동차충전
경기 시흥시,금이LPG충전소,경기 시흥시 수인로 2681,031-0316-3555,자동차충전
경기 시흥시,포동가스충전소,경기 시흥시 시흥대로 711,031-0317-7305,자동차충전
경기 시흥시,은계충전소,경기 시흥시 은계중앙로 192,,자동차충전
경기 시흥시,에스케이 헵시바충전소,경기 시흥시 희망공원로 280,031-0314-3938,자동차충전
경기 안산시 단원구,오제이씨(주) ASF,경기 안산시 단원구 능길로 97,031-8686-9457,부탄켄
경기 안산시 단원구,선감충전소,경기 안산시 단원구 대부황금로 123,031-0886-9350,자동차충전
경기 안산시 단원구,한창충전소,경기 안산시 단원구 대선로 419,031-0881-0147,자동차충전
경기 안산시 단원구,(주)극동산업,경기 안산시 단원구 선이로 39,031-0484-6668,자동차충전
경기 안산시 단원구,케이와이에너지(주) 느티나무충전소,경기 안산시 단원구 시흥대로 84-9,031-0432-1026,자동차충전
경기 안산시 단원구,신길LPG충전소,경기 안산시 단원구 중앙대로 179,031-0492-8543,자동차충전
경기 안산시 단원구,샛뿔충전소,경기 안산시 단원구 중앙대로 240,031-0492-9788,자동차충전
경기 안산시 상록구,(주)경기태평양충전소,경기 안산시 상록구 가루개로 181,031-0413-3557,자동차충전
경기 안산시 상록구,반월충전소,경기 안산시 상록구 서해로 2833,031-0419-0142,자동차충전
경기 안산시 상록구,우리에너지,경기 안산시 상록구 서해로 2938,031-0437-3555,자동차충전
경기 안산시 상록구,SK안산충전소,경기 안산시 상록구 선진안길 83 4동,031-0409-6051,용기+자동차+탱크+13kg용기
경기 안산시 상록구,(주)일신에너지,경기 안산시 상록구 수인로 1125 (주)일신에너지,031-0437-3723,자동차충전
경기 안산시 상록구,우일에너지(주)안산성원충전소,경기 안산시 상록구 수인로 1848,031-0411-8831,자동차충전
경기 안산시 상록구,중산엘피지 안산충전소,경기 안산시 상록구 안산천서로6길 24,031-0486-1561,자동차충전
경기 안산시 상록구,반월가스공업(주),경기 안산시 상록구 충정공길 6 반월가스공업(주),031-0419-3551,용기+자동차+13kg용기
경기 안산시 상록구,해안로충전소,경기 안산시 상록구 해안로 738,031-0419-5145,자동차충전
경기 안성시,평화엘피지충전소,경기 안성시 공도읍 서동대로 4068-5,031-0656-2900,자동차충전
경기 안성시,(유)유성홀딩스-공도LPG충전소,경기 안성시 공도읍 서동대로 4287-12,031-0651-9690,자동차충전
경기 안성시,안성에너지,경기 안성시 대덕면 만세로 77-1 안성에너지LPG충전소,031-0672-2213,용기+자동차+탱크+13kg용기
경기 안성시,옥산에너지(주) 안성제일충전소,경기 안성시 대덕면 서동대로 5059 안성제일충전소(LPG주유소),031-0676-0620,자동차충전
경기 안성시,성원이엔에스 안성충전소,경기 안성시 대덕면 안성대로 1288,031-0671-6789,자동차충전
경기 안성시,태현충전소,경기 안성시 대덕면 안성대로 1535,031-0676-5179,자동차충전
경기 안성시,(주)이엘에스 양변엘피지충전소,경기 안성시 미양면 안성대로 321,031-0673-5179,자동차충전
경기 안성시,(주)우진에너지,경기 안성시 미양면 안성맞춤대로 621,031-0677-0600,자동차충전
경기 안성시,이화LPG충전소,경기 안성시 보개면 서동대로 5894,031-0674-9997,자동차충전
경기 안성시,구도일충전소,경기 안성시 삼죽면 서동대로 6210,031-0672-2557,자동차충전
경기 안성시,와이엠이십일유통(주) 안성맞춤(제천방향)충전소,경기 안성시 서운면 평택제천고속도로 40,031-0674-4406,자동차충전
경기 안성시,(주)서원 안성맞춤(평택방향)충전소,경기 안성시 서운면 평택제천고속도로 41,031-0672-9622,자동차충전
경기 안성시,(주)진성에너지 안성맞춤LPG충전소,경기 안성시 안성맞춤대로 1253,031-0671-5100,자동차충전
경기 안성시,(주)계동에너지,경기 안성시 안성맞춤대로 857,031-0677-2179,자동차충전
경기 안성시,한일크린에너지(주),경기 안성시 안성맞춤대로 872,031-0677-3120,자동차+탱크
경기 안성시,우리가스충전소,경기 안성시 안성맞춤대로 898,031-0676-2286,자동차충전
경기 안성시,서일산업(주) 평송충전소,경기 안성시 양성면 양성로 527 평송LPG,031-0677-8518,탱크로리
경기 안성시,한국도로공사 안성(부산)주유소-충전소,경기 안성시 원곡면 경부고속도로 365-1,031-0651-5385,자동차충전
경기 안성시,대보유통(주) 안성(서울방향)충전소,경기 안성시 원곡면 경부고속도로 372-1,031-0664-4096,자동차충전
경기 안성시,(주)소모에너지엔테크놀러지칠곡주유소,경기 안성시 원곡면 남북대로 1201-7 칠곡충전소,031-0618-1325,자동차충전
경기 안성시,(주)성림가스,경기 안성시 원곡면 청원로 1798,031-0653-6886,용기+자동차+탱크+13kg용기
경기 안성시,광장엘피지충전소(애경개발),경기 안성시 일죽면 서동대로 7184 광장충전소,031-0677-8501,자동차충전
경기 안성시,일죽엘피지충전소,경기 안성시 일죽면 서동대로 7321-11(38번국도 일죽휴게소),031-0672-2212,자동차+탱크
경기 안성시,녹박재충전소,경기 안성시 죽산면 서동대로 6516 녹박재충전소,031-0673-1038,자동차충전
경기 안성시,"(주)자연에너지,(주)대원에너지-비봉충전소",경기 안성시 죽산면 서동대로 6617 (장능리580),031-0674-7400,자동차+탱크
경기 안양시 동안구,안양엘피지충전소,경기 안양시 동안구 경수대로 957 (안양엘피지충전소),031-0449-2033,자동차충전
경기 안양시 동안구,상신가스연료(합),경기 안양시 동안구 관악대로 283 상신가스충전소,031-0385-8275,자동차충전
경기 안양시 동안구,동일석유(주)신안엘피지충전소,경기 안양시 동안구 엘에스로 101 신안LP충전소,031-0452-9414,자동차충전
경기 안양시 만안구,(주)삼표에너지 안양충전소,경기 안양시 만안구 시민대로 45 GS칼텍스,031-0443-7111,용기+자동차+13kg용기
경기 안양시 만안구,에스케이안양충전소,경기 안양시 만안구 안양로 575 LPG안양충전소,031-0472-1361,용기+자동차+13kg용기
경기 양주시,(주)한국가스산업 양주충전소,경기 양주시 광적면 부흥로 133,031-0878-5643,용기+탱크+13kg용기
경기 양주시,에이치에너지산업(주),경기 양주시 동일로 955,031-0845-7905,자동차충전
경기 양주시,에이스산업사,경기 양주시 백석읍 호명로 135-5,031-0879-0661,기타
경기 양주시,유양에너지,경기 양주시 부흥로 1213,031-0856-7701,자동차충전
경기 양주시,유양엘피지충전소,경기 양주시 부흥로 1320,031-0842-5030,자동차충전
경기 양주시,사과나무충전소,경기 양주시 부흥로 1881,031-0842-5155,자동차충전
경기 양주시,모정제2충전소,경기 양주시 은현면 화합로 959 모정제2충전소,031-0866-9797,자동차충전
경기 양주시,KH에너지(주)직영양주충전소(일산방향),경기 양주시 장흥면 서울외곽순환고속도로 58,031-0871-2997,자동차충전
경기 양주시,(주)에이치디에너지,경기 양주시 장흥면 일영로 748,031-0855-5427,자동차충전
경기 양주시,뉴송정에너지,경기 양주시 장흥면 호국로 607,031-0855-0051,자동차충전
경기 양주시,송추LPG충전소,경기 양주시 장흥면 호국로 682,031-0855-0531,자동차충전
경기 양주시,덕인가스충전소,경기 양주시 평화로 1381,031-0862-1213,자동차충전
경기 양주시,회천농협충전소,경기 양주시 평화로 1855,031-0858-8300,자동차충전
경기 양주시,양주에너지 봉양LPG충전소,경기 양주시 평화로 2041,031-0864-0070,자동차충전
경기 양주시,양주에너지덕정LPG충전소,경기 양주시 화합로 1277,031-0859-6531,자동차충전
경기 양주시,모정가스충전소,경기 양주시 화합로 1547,031-0865-5151,자동차충전
경기 양주시,옥정LPG충전소,경기 양주시 화합로 1677,031-0863-5149,자동차충전
경기 양평군,양평충전소,경기 양평군 양평읍 경강로 1683,031-0771-4478,자동차충전
경기 양평군,양평가스충전소,경기 양평군 양평읍 경강로 2004,031-0774-6122,자동차충전
경기 양평군,동부충전소,경기 양평군 양평읍 경강로 2244,031-0774-1422,자동차충전
경기 양평군,중앙에너지주식회사,경기 양평군 옥천면 경강로 1564,031-0775-7848,자동차충전
경기 양평군,(주)삼호에너지강변충전소,경기 양평군 옥천면 경강로 1574 강변LPG충전소,031-0773-4789,자동차충전
경기 양평군,용문가스충전소,경기 양평군 용문면 경강로 3301,031-0774-0173,자동차충전
경기 여주시,가남LPG충전소,경기 여주시 가남읍 경충대로 1331,031-0881-0065,자동차충전
경기 여주시,성신충전소,경기 여주시 가남읍 경충대로 1402,031-0884-2024,자동차충전
경기 여주시,여주LPG충전소,경기 여주시 가남읍 경충대로 900,031-0884-7113,용기+자동차+탱크+13kg용기
경기 여주시,(주)고신통상여주(하)충전소,경기 여주시 가남읍 여주남로 722 여주(하)휴게소,031-0881-6132,자동차충전
경기 여주시,"씨앤에스에너지(주) 여주(상)주유소, 충전소",경기 여주시 가남읍 화평길 116 여주휴게소,031-0881-3655,자동차충전
경기 여주시,서여주(마산방향)충전소,경기 여주시 능서면 중부내륙고속도로 271,031-0885-9764,자동차충전
경기 여주시,(주)유성티엔에스 서여주(양평방향)충전소,경기 여주시 능서면 중부내륙고속도로 272,031-0885-9764,자동차충전
경기 여주시,능서충전소,경기 여주시 능서면 중부대로 2171,031-0881-4456,자동차충전
경기 여주시,연세석유 여주LPG충전소,경기 여주시 신륵로 164 (천송동),031-0883-8970,자동차충전
경기 여주시,극동유화(주)대성충전소,경기 여주시 신륵로 19 (천송동),031-0883-7701,용기+자동차+탱크+13kg용기
경기 여주시,(주)여주에너지-여주가스충전소,경기 여주시 영릉로 148 (하동),031-0885-1100,용기+자동차+탱크+13kg용기
경기 여주시,(주)원일석유 한중충전소,경기 여주시 향교로 9 (창동),031-0885-1885,자동차충전
경기 연천군,전곡LPG충전소,경기 연천군 전곡읍 청정로 2503 전곡LPG충전소,031-0832-6066,자동차충전
경기 연천군,KH에너지(주)직영 연천충전소,경기 연천군 청산면 평화로 193,031-0835-5760,자동차충전
경기 오산시,오산엘피지충전소,경기 오산시 경기대로 146,031-0374-2822,자동차충전
경기 오산시,오산대역충전소,경기 오산시 경기대로 497,031-0377-4611,자동차+탱크
경기 오산시,삼미충전소,경기 오산시 경기대로 725 삼미충전소(LG),031-0378-1148,자동차충전
경기 오산시,프라자충전소,경기 오산시 경기동로 197,031-0373-5803,자동차충전
경기 오산시,(주)대원에너지 동서엘피지충전소,경기 오산시 서동로 65 LPG동서충전소(SK),031-0376-1881,자동차충전
경기 오산시,KH에너지(주)직영 오산충전소(과천방향),경기 오산시 수도권제2순환고속도로 13,031-0377-5259,자동차충전
경기 오산시,KH에너지(주)직영 오산충전소(동탄방향),경기 오산시 수도권제2순환고속도로 14,031-0376-5158,자동차충전
경기 오산시,(유)유성에너지오산,경기 오산시 오산천로 3-9,031-0377-8228,자동차충전
경기 오산시,신도시충전소,경기 오산시 외삼미로 88,031-0372-5818,자동차충전
경기 용인시 기흥구,(주)한미석유 기흥주유소,"경기 용인시 기흥구 공세로81번길 40 (공세동,기흥휴게소內)",031-0286-5182,자동차충전
경기 용인시 기흥구,그린에너지,"경기 용인시 기흥구 덕영대로 1872 (하갈동,영통그린충전소)",031-0273-5111,자동차+13kg용기
경기 용인시 기흥구,동백LPG충전소,경기 용인시 기흥구 동백죽전대로 563,031-0281-5515,자동차충전
경기 용인시 기흥구,민속촌엘피지충전소,"경기 용인시 기흥구 사은로 178, 외4필지(지곡동)",031-0285-1222,자동차충전
경기 용인시 기흥구,반도체충전소,경기 용인시 기흥구 삼성2로 55,031-0287-5187,자동차충전
경기 용인시 기흥구,서일석유(주)기흥서일충전소,경기 용인시 기흥구 신수로 179 (신갈동),031-0283-7016,자동차충전
경기 용인시 기흥구,수지충전소,경기 용인시 기흥구 신정로 609 (보정동),031-0265-5159,자동차충전
경기 용인시 기흥구,마북LPG충전소,경기 용인시 기흥구 용구대로 2294 (마북동),031-0284-4164,자동차충전
경기 용인시 기흥구,(주)한미석유구성그린LPG충전소,경기 용인시 기흥구 용구대로 2425 (마북동),031-0283-7474,자동차충전
경기 용인시 기흥구,신갈자동차충전소,경기 용인시 기흥구 용구대로2469번길 51 신갈충전소,031-0265-8844,자동차+13kg용기
경기 용인시 기흥구,영덕엘피지충전소,경기 용인시 기흥구 중부대로 131 (영덕동),031-0206-8581,자동차충전
경기 용인시 기흥구,(주)대호에너지,경기 용인시 기흥구 중부대로 208 GS칼텍스대호가스충전소,031-0287-7400,자동차충전
경기 용인시 기흥구,수원IC LPG충전소,경기 용인시 기흥구 중부대로 252-1 (영덕동),031-0285-4412,자동차충전
경기 용인시 기흥구,신갈톨게이트엘피지충전소,"경기 용인시 기흥구 중부대로 261 (영덕동,신갈충전소)",031-0285-2245,자동차충전
경기 용인시 기흥구,구갈(대천)충전소,경기 용인시 기흥구 중부대로 514,031-0284-1891,자동차충전
경기 용인시 기흥구,르노삼성자동차(주),"경기 용인시 기흥구 탑실로 61 (공세동,삼성자동차중앙연구소)",031-0289-7102,자동차사
경기 용인시 처인구,경안충전소,경기 용인시 처인구 모현읍 백옥대로 2547 SK경안LPG충전소,031-0334-2427,자동차충전
경기 용인시 처인구,모과나무충전소,경기 용인시 처인구 모현읍 포은대로 230,031-0334-7131,자동차충전
경기 용인시 처인구,백암충전소,경기 용인시 처인구 백암면 죽양대로 1401 SK백암주유소,031-0338-5180,자동차충전
경기 용인시 처인구,남동충전소,경기 용인시 처인구 백옥대로 1002,031-0338-9582,자동차충전
경기 용인시 처인구,유림충전소,경기 용인시 처인구 백옥대로 1214 (유방동),031-0337-3800,자동차충전
경기 용인시 처인구,용인충전소,경기 용인시 처인구 백옥대로 1225-6 (유방동),031-0321-1248,자동차충전
경기 용인시 처인구,(주)한미석유직영유방동엘피지충전소,경기 용인시 처인구 백옥대로 1260 (유방동),031-0335-5186,자동차충전
경기 용인시 처인구,선봉대에너지,경기 용인시 처인구 성산로 153 (역북동),031-0333-5596,자동차충전
경기 용인시 처인구,양지엘피지충전소,경기 용인시 처인구 양지면 양지로 17-9,031-0338-3686,자동차충전
경기 용인시 처인구,"서창산업(주) 용인(하)고속도로 주유소,충전소",경기 용인시 처인구 양지면 주북로94번길 30 용인(하)휴게소 내 주유소,031-0332-3222,자동차충전
경기 용인시 처인구,베스트오일(주)직영용인웰컴엘피지충전소,경기 용인시 처인구 양지면 중부대로 1863,031-0334-8851,자동차충전
경기 용인시 처인구,송전휴게소충전소,경기 용인시 처인구 이동읍 남북대로 2616 송전휴게소,031-0335-4194,자동차충전
경기 용인시 처인구,서일산업(주)용인충전소,경기 용인시 처인구 이동읍 남북대로 2617,031-0339-8402,자동차+탱크+13kg용기
경기 용인시 처인구,서창산업(주) 용인(상)충전소,경기 용인시 처인구 주북로 66-16 용인(상)휴게소 내 주유소,031-0339-2262,자동차충전
경기 용인시 처인구,(주)한진가스,경기 용인시 처인구 중부대로 1148 LPG한진가스,031-0336-4343,자동차충전
경기 용인시 처인구,고려LPG충전소,경기 용인시 처인구 중부대로 1558 (마평동),031-0321-1248,자동차충전
경기 용인시 처인구,대한에너지,경기 용인시 처인구 중부대로 1788 (마평동),031-0321-5111,자동차충전
경기 용인시 처인구,서일산업(주)동백가스,경기 용인시 처인구 중부대로 997 (삼가동),031-0321-2260,자동차충전
경기 용인시 처인구,동경엘피지충전소,경기 용인시 처인구 포곡읍 백옥대로 1827,031-0333-2400,자동차충전
경기 용인시 처인구,에버충전소,경기 용인시 처인구 포곡읍 백옥대로 1858,031-0334-5858,자동차+13kg용기
경기 의왕시,의왕오렌지충전소,경기 의왕시 경수대로 399,031-0427-5801,자동차충전
경기 의왕시,의왕가스충전소,경기 의왕시 경수대로 75 의왕가스충전소,031-0458-5201,자동차충전
경기 의왕시,경일석유(주)-원일충전소,경기 의왕시 안양판교로 372 원일LPG충전소,031-0426-0105,자동차충전
경기 의왕시,청계충전소,경기 의왕시 안양판교로 469 (청계동),031-0426-2651,자동차충전
경기 의왕시,(주)삼진에너지 의왕충전소,경기 의왕시 오봉로 183,031-0461-5230,자동차충전
경기 의정부시,대로충전소,경기 의정부시 가금로 75 (가능동),031-0846-2206,자동차충전
경기 의정부시,(주)케이엘페트로 의정부지점,"경기 의정부시 구리포천고속도로 19, 외45필지, 산19임, 19-1임, 산21-12임 (산곡동)",031-0928-4779,자동차충전
경기 의정부시,의정부LPG충전소,경기 의정부시 금신로 54 (신곡동),031-0871-5884,자동차충전
경기 의정부시,KH에너지(주)직영 장암충전소,경기 의정부시 동일로 141 (장암동),031-0826-3465,자동차충전
경기 의정부시,의정부가득충전소,경기 의정부시 민락로 554,031-0853-3004,자동차충전
경기 의정부시,산곡에너지충전소,경기 의정부시 송산로 950 (산곡동),031-0847-0843,자동차충전
경기 의정부시,대성산업(주)의정부충전소,경기 의정부시 평화로 433,031-0877-2207,자동차충전
경기 의정부시,복지북부충전소,경기 의정부시 평화로 75 (호원동),031-0871-5541,자동차충전
경기 의정부시,녹양LPG충전소,경기 의정부시 평화로 801 (녹양동),031-0848-8894,자동차충전
경기 의정부시,SK금오가스충전소,경기 의정부시 호국로 1620 금오가스충전소,031-0821-1750,자동차충전
경기 이천시,동일석유(주)이천충전소,경기 이천시 경충대로 2806,031-0634-2000,용기+자동차+탱크+13kg용기
경기 이천시,서천가스,경기 이천시 경충대로 2839 (관고동),031-0638-5000,자동차충전
경기 이천시,(주)디에스덕평(강릉방향)충전소,경기 이천시 마장면 덕이로154번길 287-74,031-0635-8858,자동차충전
경기 이천시,(주)디에스덕평(인천방향)충전소,경기 이천시 마장면 덕이로154번길 287-74,031-0635-8858,자동차충전
경기 이천시,관리LPG충전소,경기 이천시 마장면 마도로 259,031-0638-5137,자동차충전
경기 이천시,SK덕평충전소,경기 이천시 마장면 서이천로 189-11,031-0633-0383,용기+자동차+탱크+13kg용기+부탄
경기 이천시,KH에너지(주) 직영 마장프리미엄충전소(통영방향),경기 이천시 마장면 중부고속도로 82 마장휴게소 내,031-0638-7869,자동차충전
경기 이천시,이천마장충전소(구:신화오엔씨),경기 이천시 마장면 중부대로 566,031-0638-5102,자동차충전
경기 이천시,양촌충전소,경기 이천시 마장면 중부대로 88,031-0633-1112,자동차충전
경기 이천시,서창산업(주)이천(하)충전소,경기 이천시 마장면 중부대로609번길 244-35 이천휴게소,031-0637-0401,자동차충전
경기 이천시,광신직영 (랜드마크충전소),경기 이천시 모가면 사실로 878,031-0635-2004,용기+자동차+탱크+13kg용기
경기 이천시,(주)대주에너지,경기 이천시 설성면 서동대로 8213,031-0677-2257,자동차+탱크
경기 이천시,대보건설(주)이천(하남)충전소,경기 이천시 신둔면 서이천로853번길 346-149,031-0637-0953,자동차충전
경기 이천시,삼원가스,경기 이천시 이섭대천로 1126 (진리동),031-0631-5211,자동차충전
경기 이천시,장호원LPG충전소,경기 이천시 장호원읍 경충대로 113,031-0642-4982,자동차충전
경기 이천시,서진충전소,경기 이천시 황무로 747 (송정동),031-0631-4653,자동차충전
경기 파주시,신성가스공업(주),경기 파주시 문산읍 통일로 1708,031-0952-2650,용기+자동차+탱크+13kg용기
경기 파주시,미래로충전소,경기 파주시 미래로 292,031-0945-5199,자동차충전
경기 파주시,흥안LPG충전소,경기 파주시 법원읍 화합로 212,031-0959-3400,자동차충전
경기 파주시,케이와이에너지(주)아동충전소,경기 파주시 새꽃로 279외1필지,031-0945-0501,자동차충전
경기 파주시,대일충전소,경기 파주시 새꽃로 312,031-0948-4114,자동차충전
경기 파주시,(주)경기에너지,경기 파주시 시청로 302,031-0949-8989,자동차+13kg용기
경기 파주시,금촌엘피지(주),경기 파주시 아리랑로 54,031-0948-3450,자동차충전
경기 파주시,통일충전소,경기 파주시 적성면 율곡로 1468,031-0959-9533,자동차충전
경기 파주시,(주)교하충전소,경기 파주시 천정구로 82,031-0957-1177,자동차+13kg용기
경기 파주시,신성석유(주)금촌충전소,경기 파주시 통일로 598  신성석유(주)금촌충전소,031-0941-5252,자동차충전
경기 파주시,㈜서울에너지 파동충전소,경기 파주시 통일로 647 파동충전소,031-0943-1447,자동차충전
경기 파주시,(주)청담산업 문발충전소,경기 파주시 파주로 65 문발충전소,031-0949-9615,자동차충전
경기 파주시,운정드림주유소 충전소,경기 파주시 파주로 725,031-0948-7790,자동차충전
경기 파주시,태광에너지,경기 파주시 파주읍 통일로 1120,031-0952-9830,자동차충전
경기 평택시,에스케이에너지,경기 평택시 경기대로 1038,031-0662-5858,자동차충전
경기 평택시,동아에너지,경기 평택시 남북대로 545,031-0664-7743,자동차충전
경기 평택시,칠원동충전소,경기 평택시 남북대로 660,031-0658-0660,자동차충전
경기 평택시,(주)복연(청룡지점),경기 평택시 남북대로 910,031-0691-7150,자동차충전
경기 평택시,(주)몬타나파트너스-평택엘피지충전소,경기 평택시 서동대로 3616,031-0658-7764,자동차충전
경기 평택시,(주)동신에너지 안중충전소,경기 평택시 안중읍 안현로 544,031-0682-6823,자동차+13kg용기
경기 평택시,에스케이서평택LPG충전소,경기 평택시 오성면 서동대로 1988,031-0683-9999,자동차충전
경기 평택시,한이에너지,경기 평택시 오성면 서동대로 2043(죽리1-5),031-0686-8786,자동차충전
경기 평택시,조이에너지(주) 오성엘피지충전소,경기 평택시 오성서로 5,031-0682-8673,자동차충전
경기 평택시,은실충전소,경기 평택시 은실고가길 5(신대동),031-0618-3738,자동차충전
경기 평택시,지산엘피지충전소,경기 평택시 지산로 229,031-0611-9015,자동차충전
경기 평택시,(주)평송,경기 평택시 진위면 경기대로 1915,031-0664-8688,자동차충전
경기 평택시,원에너지(주)중도가스(주),경기 평택시 진위면 남부대로 607,031-0663-8066,자동차+탱크
경기 평택시,에스케이평택충전소,경기 평택시 청북읍 고렴길 161-95,031-0683-1171,용기+자동차+탱크+13kg용기
경기 평택시,한일크린에너지(주),경기 평택시 청북읍 서해로 1576-2,031-0683-8989,탱크로리
경기 평택시,(주)광진 청북가스충전소,경기 평택시 청북읍 서해로 1578,031-0681-0089,자동차충전
경기 평택시,(주)현곡,경기 평택시 청북읍 청원로 27,031-0683-3223,자동차충전
경기 평택시,(주)에이치케이하이웨이평택(제천방향)충전소,경기 평택시 청북읍 평택제천고속도로 6 B2동(충전탱크기계실),,자동차충전
경기 평택시,(주)에이치케이하이웨이평택(평택방향)충전소,경기 평택시 청북읍 평택제천고속도로 6 E1동(평택방면충전소사무실),031-0683-4800,자동차충전
경기 평택시,(주)성림가스 블루에너지,경기 평택시 청원로 1409,031-0611-5104,자동차충전
경기 평택시,도원엘피지충전소,경기 평택시 청원로 1630,031-0611-9071,자동차충전
경기 평택시,에스케이(SK)송탄충전소,경기 평택시 탄현로 400,031-0663-3151,자동차충전
경기 평택시,라인45충전소,경기 평택시 팽성읍 팽성로 226,031-0656-3543,자동차충전
경기 평택시,(주)정원가스,경기 평택시 평택로 290,031-0652-3200,자동차충전
경기 평택시,에스케이가스(주)-평택기지,경기 평택시 포승읍 남양만로 138 (원정리1346외 7필지),031-0680-2963,탱크로리
경기 평택시,한국석유공사,경기 평택시 포승읍 남양만로 175-108,031-0680-1473,탱크로리
경기 평택시,만호엘피지충전소,경기 평택시 포승읍 서동대로 775,031-0683-7053,자동차충전
경기 평택시,평택항이엔에스,경기 평택시 포승읍 포승향남로 228 ,031-0686-5158,자동차충전
